Federated Finetuning LLM-LoRA with params:
global_model: chavinlo/alpaca-native
data_path: ./data
output_dir: ./lora-shepherd-7b/
client_selection_strategy: random
client_selection_frac: 0.1
num_communication_rounds: 10
num_clients: 10
local_batch_size: 64
local_micro_batch_size: 8
local_num_epochs: 10
local_learning_rate: 0.0003
local_val_set_size: 0
local_save_steps: 3
cutoff_len: 512
lora_r: 16
lora_alpha: 16
lora_dropout: 0.05
lora_target_modules: ['q_proj']
train_on_inputs: True
group_by_length: True
resume_from_checkpoint: False
prompt template: alpaca

The process of federated instruction-tuning has started..

Conducting the client selection

Preparing the local dataset and trainer for Client_2
Initiating the local training of Client_2
Local training starts ... 
{'loss': 5.0019, 'grad_norm': 0.21112509071826935, 'learning_rate': 0.00029999477988515747, 'epoch': 0.0}
{'loss': 1.4585, 'grad_norm': 0.24519610404968262, 'learning_rate': 0.0002892465634243953, 'epoch': 0.36}
{'loss': 1.5217, 'grad_norm': 0.2528049647808075, 'learning_rate': 0.0002892413433095528, 'epoch': 0.36}
{'loss': 1.5032, 'grad_norm': 0.23547279834747314, 'learning_rate': 0.00028923612319471025, 'epoch': 0.36}
{'loss': 1.4758, 'grad_norm': 0.2458517700433731, 'learning_rate': 0.0002892309030798677, 'epoch': 0.36}
{'loss': 1.4805, 'grad_norm': 0.2466479241847992, 'learning_rate': 0.0002892256829650252, 'epoch': 0.36}
{'loss': 1.462, 'grad_norm': 0.23470863699913025, 'learning_rate': 0.0002892204628501827, 'epoch': 0.36}
{'loss': 1.5224, 'grad_norm': 0.21392877399921417, 'learning_rate': 0.0002892152427353402, 'epoch': 0.36}
{'loss': 1.4901, 'grad_norm': 0.2896108031272888, 'learning_rate': 0.00028921002262049763, 'epoch': 0.36}
{'loss': 1.4972, 'grad_norm': 0.26779720187187195, 'learning_rate': 0.0002892048025056551, 'epoch': 0.36}
{'loss': 1.4852, 'grad_norm': 0.26995760202407837, 'learning_rate': 0.00028919958239081257, 'epoch': 0.36}
{'loss': 1.5113, 'grad_norm': 0.23679430782794952, 'learning_rate': 0.00028919436227597007, 'epoch': 0.36}
{'loss': 1.492, 'grad_norm': 0.22280967235565186, 'learning_rate': 0.0002891891421611275, 'epoch': 0.36}
{'loss': 1.4441, 'grad_norm': 0.22281861305236816, 'learning_rate': 0.00028918392204628496, 'epoch': 0.36}
{'loss': 1.5284, 'grad_norm': 0.3116241991519928, 'learning_rate': 0.00028917870193144246, 'epoch': 0.36}
{'loss': 1.5127, 'grad_norm': 0.2586943805217743, 'learning_rate': 0.00028917348181659995, 'epoch': 0.36}
{'loss': 1.4744, 'grad_norm': 0.22356592118740082, 'learning_rate': 0.0002891682617017574, 'epoch': 0.36}
{'loss': 1.4737, 'grad_norm': 0.21635331213474274, 'learning_rate': 0.0002891630415869149, 'epoch': 0.36}
{'loss': 1.5122, 'grad_norm': 0.21950305998325348, 'learning_rate': 0.00028915782147207234, 'epoch': 0.36}
{'loss': 1.5319, 'grad_norm': 0.2325599044561386, 'learning_rate': 0.00028915260135722984, 'epoch': 0.36}
{'loss': 1.482, 'grad_norm': 0.2444649636745453, 'learning_rate': 0.0002891473812423873, 'epoch': 0.36}
{'loss': 1.5158, 'grad_norm': 0.22575592994689941, 'learning_rate': 0.0002891421611275448, 'epoch': 0.36}
{'loss': 1.5311, 'grad_norm': 0.28310611844062805, 'learning_rate': 0.0002891369410127022, 'epoch': 0.36}
{'loss': 1.4837, 'grad_norm': 0.2282744199037552, 'learning_rate': 0.0002891317208978597, 'epoch': 0.36}
{'loss': 1.4654, 'grad_norm': 0.21912744641304016, 'learning_rate': 0.0002891265007830172, 'epoch': 0.36}
{'loss': 1.5001, 'grad_norm': 0.23283933103084564, 'learning_rate': 0.00028912128066817467, 'epoch': 0.36}
{'loss': 1.4726, 'grad_norm': 0.22435739636421204, 'learning_rate': 0.00028911606055333217, 'epoch': 0.36}
{'loss': 1.5029, 'grad_norm': 0.23878297209739685, 'learning_rate': 0.0002891108404384896, 'epoch': 0.36}
{'loss': 1.5439, 'grad_norm': 0.20780450105667114, 'learning_rate': 0.0002891056203236471, 'epoch': 0.36}
{'loss': 1.5142, 'grad_norm': 0.32644253969192505, 'learning_rate': 0.00028910040020880455, 'epoch': 0.36}
{'loss': 1.4815, 'grad_norm': 0.23896591365337372, 'learning_rate': 0.00028909518009396205, 'epoch': 0.36}
{'loss': 1.5, 'grad_norm': 0.21839909255504608, 'learning_rate': 0.0002890899599791195, 'epoch': 0.36}
{'loss': 1.5213, 'grad_norm': 0.2692555785179138, 'learning_rate': 0.000289084739864277, 'epoch': 0.36}
{'loss': 1.5013, 'grad_norm': 0.24905487895011902, 'learning_rate': 0.00028907951974943444, 'epoch': 0.36}
{'loss': 1.4977, 'grad_norm': 0.2021787315607071, 'learning_rate': 0.00028907429963459194, 'epoch': 0.36}
{'loss': 1.5463, 'grad_norm': 0.22457705438137054, 'learning_rate': 0.00028906907951974943, 'epoch': 0.36}
{'loss': 1.4912, 'grad_norm': 0.30128443241119385, 'learning_rate': 0.0002890638594049069, 'epoch': 0.36}
{'loss': 1.4991, 'grad_norm': 0.20505638420581818, 'learning_rate': 0.0002890586392900644, 'epoch': 0.36}
{'loss': 1.549, 'grad_norm': 0.29663532972335815, 'learning_rate': 0.0002890534191752218, 'epoch': 0.36}
{'loss': 1.5108, 'grad_norm': 0.26972734928131104, 'learning_rate': 0.0002890481990603793, 'epoch': 0.37}
{'loss': 1.549, 'grad_norm': 0.22919724881649017, 'learning_rate': 0.00028904297894553676, 'epoch': 0.37}
{'loss': 1.5855, 'grad_norm': 0.244803786277771, 'learning_rate': 0.00028903775883069426, 'epoch': 0.37}
{'loss': 1.4503, 'grad_norm': 0.29117658734321594, 'learning_rate': 0.0002890325387158517, 'epoch': 0.37}
{'loss': 1.4646, 'grad_norm': 0.32236248254776, 'learning_rate': 0.0002890273186010092, 'epoch': 0.37}
{'loss': 1.4976, 'grad_norm': 0.3403494358062744, 'learning_rate': 0.0002890220984861667, 'epoch': 0.37}
{'loss': 1.4854, 'grad_norm': 0.29353275895118713, 'learning_rate': 0.00028901687837132415, 'epoch': 0.37}
{'loss': 1.4815, 'grad_norm': 0.27709802985191345, 'learning_rate': 0.0002890116582564816, 'epoch': 0.37}
{'loss': 1.4464, 'grad_norm': 0.22801817953586578, 'learning_rate': 0.0002890064381416391, 'epoch': 0.37}
{'loss': 1.4981, 'grad_norm': 0.22939090430736542, 'learning_rate': 0.0002890012180267966, 'epoch': 0.37}
{'loss': 1.5049, 'grad_norm': 0.23127807676792145, 'learning_rate': 0.00028899599791195403, 'epoch': 0.37}
{'loss': 1.5104, 'grad_norm': 0.2996779680252075, 'learning_rate': 0.00028899077779711153, 'epoch': 0.37}
{'loss': 1.523, 'grad_norm': 0.3501942753791809, 'learning_rate': 0.000288985557682269, 'epoch': 0.37}
{'loss': 1.5068, 'grad_norm': 0.32376646995544434, 'learning_rate': 0.0002889803375674265, 'epoch': 0.37}
{'loss': 1.4805, 'grad_norm': 0.30042192339897156, 'learning_rate': 0.0002889751174525839, 'epoch': 0.37}
{'loss': 1.5022, 'grad_norm': 0.236924409866333, 'learning_rate': 0.0002889698973377414, 'epoch': 0.37}
{'loss': 1.4738, 'grad_norm': 0.20595282316207886, 'learning_rate': 0.00028896467722289886, 'epoch': 0.37}
{'loss': 1.4511, 'grad_norm': 0.2232169210910797, 'learning_rate': 0.00028895945710805636, 'epoch': 0.37}
{'loss': 1.528, 'grad_norm': 0.22477684915065765, 'learning_rate': 0.00028895423699321386, 'epoch': 0.37}
{'loss': 1.4836, 'grad_norm': 0.23539438843727112, 'learning_rate': 0.0002889490168783713, 'epoch': 0.37}
{'loss': 1.5141, 'grad_norm': 0.5520138144493103, 'learning_rate': 0.00028894379676352875, 'epoch': 0.37}
{'loss': 1.473, 'grad_norm': 0.25566011667251587, 'learning_rate': 0.00028893857664868624, 'epoch': 0.37}
{'loss': 1.4827, 'grad_norm': 0.22996406257152557, 'learning_rate': 0.00028893335653384374, 'epoch': 0.37}
{'loss': 1.4861, 'grad_norm': 0.21925407648086548, 'learning_rate': 0.0002889281364190012, 'epoch': 0.37}
{'loss': 1.4624, 'grad_norm': 0.18676826357841492, 'learning_rate': 0.0002889229163041587, 'epoch': 0.37}
{'loss': 1.5132, 'grad_norm': 0.3579479157924652, 'learning_rate': 0.00028891769618931613, 'epoch': 0.37}
{'loss': 1.5091, 'grad_norm': 0.35955291986465454, 'learning_rate': 0.0002889124760744736, 'epoch': 0.37}
{'loss': 1.538, 'grad_norm': 0.227998748421669, 'learning_rate': 0.0002889072559596311, 'epoch': 0.37}
{'loss': 1.5345, 'grad_norm': 0.20878536999225616, 'learning_rate': 0.00028890203584478857, 'epoch': 0.37}
{'loss': 1.4791, 'grad_norm': 0.23965536057949066, 'learning_rate': 0.000288896815729946, 'epoch': 0.37}
{'loss': 1.4521, 'grad_norm': 0.2805996239185333, 'learning_rate': 0.0002888915956151035, 'epoch': 0.37}
{'loss': 1.4879, 'grad_norm': 0.23296138644218445, 'learning_rate': 0.000288886375500261, 'epoch': 0.37}
{'loss': 1.4909, 'grad_norm': 0.2138250321149826, 'learning_rate': 0.00028888115538541845, 'epoch': 0.37}
{'loss': 1.4478, 'grad_norm': 0.196699321269989, 'learning_rate': 0.0002888759352705759, 'epoch': 0.37}
{'loss': 1.5065, 'grad_norm': 0.26466596126556396, 'learning_rate': 0.0002888707151557334, 'epoch': 0.37}
{'loss': 1.4934, 'grad_norm': 0.22114399075508118, 'learning_rate': 0.0002888654950408909, 'epoch': 0.37}
{'loss': 1.5004, 'grad_norm': 0.23327451944351196, 'learning_rate': 0.00028886027492604834, 'epoch': 0.37}
{'loss': 1.4919, 'grad_norm': 0.24604009091854095, 'learning_rate': 0.0002888550548112058, 'epoch': 0.37}
{'loss': 1.507, 'grad_norm': 0.21577276289463043, 'learning_rate': 0.0002888498346963633, 'epoch': 0.37}
{'loss': 1.52, 'grad_norm': 0.25898319482803345, 'learning_rate': 0.0002888446145815208, 'epoch': 0.37}
{'loss': 1.504, 'grad_norm': 0.2319721132516861, 'learning_rate': 0.0002888393944666783, 'epoch': 0.37}
{'loss': 1.4992, 'grad_norm': 0.20049063861370087, 'learning_rate': 0.0002888341743518357, 'epoch': 0.37}
{'loss': 1.5082, 'grad_norm': 0.2178482860326767, 'learning_rate': 0.00028882895423699317, 'epoch': 0.37}
{'loss': 1.5251, 'grad_norm': 0.282377153635025, 'learning_rate': 0.00028882373412215067, 'epoch': 0.37}
{'loss': 1.5099, 'grad_norm': 0.2793521285057068, 'learning_rate': 0.00028881851400730816, 'epoch': 0.37}
{'loss': 1.525, 'grad_norm': 0.5044251084327698, 'learning_rate': 0.0002888132938924656, 'epoch': 0.37}
{'loss': 1.5056, 'grad_norm': 0.26411181688308716, 'learning_rate': 0.00028880807377762305, 'epoch': 0.37}
{'loss': 1.5021, 'grad_norm': 0.22911933064460754, 'learning_rate': 0.00028880285366278055, 'epoch': 0.37}
{'loss': 1.5306, 'grad_norm': 0.26602646708488464, 'learning_rate': 0.00028879763354793805, 'epoch': 0.37}
{'loss': 1.4992, 'grad_norm': 0.20557443797588348, 'learning_rate': 0.0002887924134330955, 'epoch': 0.37}
{'loss': 1.5687, 'grad_norm': 0.23001451790332794, 'learning_rate': 0.00028878719331825294, 'epoch': 0.37}
{'loss': 1.5355, 'grad_norm': 0.3007926046848297, 'learning_rate': 0.00028878197320341044, 'epoch': 0.37}
{'loss': 1.5564, 'grad_norm': 0.3237111270427704, 'learning_rate': 0.00028877675308856793, 'epoch': 0.37}
{'loss': 1.4369, 'grad_norm': 0.3789447546005249, 'learning_rate': 0.00028877153297372543, 'epoch': 0.37}
{'loss': 1.532, 'grad_norm': 0.41021260619163513, 'learning_rate': 0.0002887663128588829, 'epoch': 0.37}
{'loss': 1.4904, 'grad_norm': 0.37051934003829956, 'learning_rate': 0.0002887610927440403, 'epoch': 0.37}
{'loss': 1.5021, 'grad_norm': 0.3564634323120117, 'learning_rate': 0.0002887558726291978, 'epoch': 0.37}
{'loss': 1.4514, 'grad_norm': 0.2859096825122833, 'learning_rate': 0.0002887506525143553, 'epoch': 0.37}
{'loss': 1.5103, 'grad_norm': 0.28326767683029175, 'learning_rate': 0.00028874543239951276, 'epoch': 0.38}
{'loss': 1.5012, 'grad_norm': 0.22265379130840302, 'learning_rate': 0.0002887402122846702, 'epoch': 0.38}
{'loss': 1.5309, 'grad_norm': 0.2706001102924347, 'learning_rate': 0.0002887349921698277, 'epoch': 0.38}
{'loss': 1.4877, 'grad_norm': 0.296157568693161, 'learning_rate': 0.0002887297720549852, 'epoch': 0.38}
{'loss': 1.5401, 'grad_norm': 0.2629515528678894, 'learning_rate': 0.00028872455194014265, 'epoch': 0.38}
{'loss': 1.482, 'grad_norm': 0.3368194103240967, 'learning_rate': 0.0002887193318253001, 'epoch': 0.38}
{'loss': 1.4995, 'grad_norm': 0.2939470708370209, 'learning_rate': 0.0002887141117104576, 'epoch': 0.38}
{'loss': 1.4578, 'grad_norm': 0.25873154401779175, 'learning_rate': 0.0002887088915956151, 'epoch': 0.38}
{'loss': 1.4497, 'grad_norm': 0.21917769312858582, 'learning_rate': 0.00028870367148077253, 'epoch': 0.38}
{'loss': 1.4623, 'grad_norm': 0.21977093815803528, 'learning_rate': 0.00028869845136593003, 'epoch': 0.38}
{'loss': 1.4662, 'grad_norm': 0.20599286258220673, 'learning_rate': 0.0002886932312510875, 'epoch': 0.38}
{'loss': 1.4739, 'grad_norm': 0.2485560029745102, 'learning_rate': 0.000288688011136245, 'epoch': 0.38}
{'loss': 1.4657, 'grad_norm': 0.21769383549690247, 'learning_rate': 0.00028868279102140247, 'epoch': 0.38}
{'loss': 1.4604, 'grad_norm': 0.23465459048748016, 'learning_rate': 0.0002886775709065599, 'epoch': 0.38}
{'loss': 1.4769, 'grad_norm': 0.2256840467453003, 'learning_rate': 0.00028867235079171736, 'epoch': 0.38}
{'loss': 1.4574, 'grad_norm': 0.23169639706611633, 'learning_rate': 0.00028866713067687486, 'epoch': 0.38}
{'loss': 1.4694, 'grad_norm': 0.22591666877269745, 'learning_rate': 0.00028866191056203236, 'epoch': 0.38}
{'loss': 1.4397, 'grad_norm': 0.23954257369041443, 'learning_rate': 0.0002886566904471898, 'epoch': 0.38}
{'loss': 1.4518, 'grad_norm': 0.23869280517101288, 'learning_rate': 0.0002886514703323473, 'epoch': 0.38}
{'loss': 1.5264, 'grad_norm': 0.2448950707912445, 'learning_rate': 0.00028864625021750474, 'epoch': 0.38}
{'loss': 1.4934, 'grad_norm': 0.2754803001880646, 'learning_rate': 0.00028864103010266224, 'epoch': 0.38}
{'loss': 1.4733, 'grad_norm': 0.21168524026870728, 'learning_rate': 0.0002886358099878197, 'epoch': 0.38}
{'loss': 1.4927, 'grad_norm': 0.24847657978534698, 'learning_rate': 0.0002886305898729772, 'epoch': 0.38}
{'loss': 1.5122, 'grad_norm': 0.26391151547431946, 'learning_rate': 0.00028862536975813463, 'epoch': 0.38}
{'loss': 1.4911, 'grad_norm': 0.23111480474472046, 'learning_rate': 0.0002886201496432921, 'epoch': 0.38}
{'loss': 1.476, 'grad_norm': 0.21677401661872864, 'learning_rate': 0.0002886149295284496, 'epoch': 0.38}
{'loss': 1.4711, 'grad_norm': 0.2432311624288559, 'learning_rate': 0.00028860970941360707, 'epoch': 0.38}
{'loss': 1.4755, 'grad_norm': 0.2319638729095459, 'learning_rate': 0.00028860448929876457, 'epoch': 0.38}
{'loss': 1.4981, 'grad_norm': 0.30382469296455383, 'learning_rate': 0.000288599269183922, 'epoch': 0.38}
{'loss': 1.5156, 'grad_norm': 0.2387067675590515, 'learning_rate': 0.0002885940490690795, 'epoch': 0.38}
{'loss': 1.4954, 'grad_norm': 0.2405644804239273, 'learning_rate': 0.00028858882895423695, 'epoch': 0.38}
{'loss': 1.5099, 'grad_norm': 0.2558669149875641, 'learning_rate': 0.00028858360883939445, 'epoch': 0.38}
{'loss': 1.5319, 'grad_norm': 0.2303212583065033, 'learning_rate': 0.0002885783887245519, 'epoch': 0.38}
{'loss': 1.5087, 'grad_norm': 0.2113829404115677, 'learning_rate': 0.0002885731686097094, 'epoch': 0.38}
{'loss': 1.5012, 'grad_norm': 0.21548502147197723, 'learning_rate': 0.00028856794849486684, 'epoch': 0.38}
{'loss': 1.4958, 'grad_norm': 0.22790738940238953, 'learning_rate': 0.00028856272838002434, 'epoch': 0.38}
{'loss': 1.4746, 'grad_norm': 0.22475257515907288, 'learning_rate': 0.00028855750826518184, 'epoch': 0.38}
{'loss': 1.4988, 'grad_norm': 0.33591049909591675, 'learning_rate': 0.0002885522881503393, 'epoch': 0.38}
{'loss': 1.5061, 'grad_norm': 0.24817124009132385, 'learning_rate': 0.0002885470680354968, 'epoch': 0.38}
{'loss': 1.4832, 'grad_norm': 0.23118825256824493, 'learning_rate': 0.0002885418479206542, 'epoch': 0.38}
{'loss': 1.536, 'grad_norm': 0.2560019791126251, 'learning_rate': 0.0002885366278058117, 'epoch': 0.38}
{'loss': 1.5066, 'grad_norm': 0.2669461965560913, 'learning_rate': 0.00028853140769096917, 'epoch': 0.38}
{'loss': 1.5309, 'grad_norm': 0.34949174523353577, 'learning_rate': 0.00028852618757612666, 'epoch': 0.38}
{'loss': 1.5217, 'grad_norm': 0.25330522656440735, 'learning_rate': 0.0002885209674612841, 'epoch': 0.38}
{'loss': 1.5981, 'grad_norm': 0.27891167998313904, 'learning_rate': 0.0002885157473464416, 'epoch': 0.38}
{'loss': 1.4138, 'grad_norm': 0.2983747124671936, 'learning_rate': 0.00028851052723159905, 'epoch': 0.38}
{'loss': 1.4726, 'grad_norm': 0.3136604130268097, 'learning_rate': 0.00028850530711675655, 'epoch': 0.38}
{'loss': 1.4594, 'grad_norm': 0.3016807734966278, 'learning_rate': 0.000288500087001914, 'epoch': 0.38}
{'loss': 1.5093, 'grad_norm': 0.3426986336708069, 'learning_rate': 0.0002884948668870715, 'epoch': 0.38}
{'loss': 1.5054, 'grad_norm': 0.29551422595977783, 'learning_rate': 0.000288489646772229, 'epoch': 0.38}
{'loss': 1.4679, 'grad_norm': 0.2499912977218628, 'learning_rate': 0.00028848442665738643, 'epoch': 0.38}
{'loss': 1.5152, 'grad_norm': 0.2527402639389038, 'learning_rate': 0.00028847920654254393, 'epoch': 0.38}
{'loss': 1.489, 'grad_norm': 0.28092631697654724, 'learning_rate': 0.0002884739864277014, 'epoch': 0.38}
{'loss': 1.5275, 'grad_norm': 0.2611676752567291, 'learning_rate': 0.0002884687663128589, 'epoch': 0.38}
{'loss': 1.4605, 'grad_norm': 0.2952194809913635, 'learning_rate': 0.0002884635461980163, 'epoch': 0.38}
{'loss': 1.5089, 'grad_norm': 0.3628365993499756, 'learning_rate': 0.0002884583260831738, 'epoch': 0.38}
{'loss': 1.464, 'grad_norm': 0.33118736743927, 'learning_rate': 0.00028845310596833126, 'epoch': 0.38}
{'loss': 1.4752, 'grad_norm': 0.3224106431007385, 'learning_rate': 0.00028844788585348876, 'epoch': 0.39}
{'loss': 1.4799, 'grad_norm': 0.23193639516830444, 'learning_rate': 0.00028844266573864626, 'epoch': 0.39}
{'loss': 1.4919, 'grad_norm': 0.24765144288539886, 'learning_rate': 0.0002884374456238037, 'epoch': 0.39}
{'loss': 1.4946, 'grad_norm': 0.7497148513793945, 'learning_rate': 0.00028843222550896115, 'epoch': 0.39}
{'loss': 1.4555, 'grad_norm': 0.24798135459423065, 'learning_rate': 0.00028842700539411865, 'epoch': 0.39}
{'loss': 1.4646, 'grad_norm': 0.25312575697898865, 'learning_rate': 0.00028842178527927614, 'epoch': 0.39}
{'loss': 1.4798, 'grad_norm': 0.27515867352485657, 'learning_rate': 0.0002884165651644336, 'epoch': 0.39}
{'loss': 1.4942, 'grad_norm': 0.23286493122577667, 'learning_rate': 0.00028841134504959103, 'epoch': 0.39}
{'loss': 1.4714, 'grad_norm': 0.3013646900653839, 'learning_rate': 0.00028840612493474853, 'epoch': 0.39}
{'loss': 1.477, 'grad_norm': 0.2904476523399353, 'learning_rate': 0.00028840090481990603, 'epoch': 0.39}
{'loss': 1.505, 'grad_norm': 0.3511755168437958, 'learning_rate': 0.00028839568470506353, 'epoch': 0.39}
{'loss': 1.4857, 'grad_norm': 0.2820191979408264, 'learning_rate': 0.00028839046459022097, 'epoch': 0.39}
{'loss': 1.4576, 'grad_norm': 0.22833172976970673, 'learning_rate': 0.0002883852444753784, 'epoch': 0.39}
{'loss': 1.4944, 'grad_norm': 0.2058822065591812, 'learning_rate': 0.0002883800243605359, 'epoch': 0.39}
{'loss': 1.5022, 'grad_norm': 0.23385705053806305, 'learning_rate': 0.0002883748042456934, 'epoch': 0.39}
{'loss': 1.4835, 'grad_norm': 0.22772905230522156, 'learning_rate': 0.00028836958413085086, 'epoch': 0.39}
{'loss': 1.4684, 'grad_norm': 0.47781339287757874, 'learning_rate': 0.0002883643640160083, 'epoch': 0.39}
{'loss': 1.4563, 'grad_norm': 0.23158948123455048, 'learning_rate': 0.0002883591439011658, 'epoch': 0.39}
{'loss': 1.4572, 'grad_norm': 0.2442985475063324, 'learning_rate': 0.0002883539237863233, 'epoch': 0.39}
{'loss': 1.4679, 'grad_norm': 0.21934561431407928, 'learning_rate': 0.00028834870367148074, 'epoch': 0.39}
{'loss': 1.4549, 'grad_norm': 0.2191924899816513, 'learning_rate': 0.0002883434835566382, 'epoch': 0.39}
{'loss': 1.4688, 'grad_norm': 0.22469419240951538, 'learning_rate': 0.0002883382634417957, 'epoch': 0.39}
{'loss': 1.4915, 'grad_norm': 0.24632735550403595, 'learning_rate': 0.0002883330433269532, 'epoch': 0.39}
{'loss': 1.4715, 'grad_norm': 0.2462046891450882, 'learning_rate': 0.0002883278232121106, 'epoch': 0.39}
{'loss': 1.5221, 'grad_norm': 0.28209230303764343, 'learning_rate': 0.0002883226030972681, 'epoch': 0.39}
{'loss': 1.505, 'grad_norm': 0.40529924631118774, 'learning_rate': 0.00028831738298242557, 'epoch': 0.39}
{'loss': 1.4791, 'grad_norm': 0.2594742476940155, 'learning_rate': 0.00028831216286758307, 'epoch': 0.39}
{'loss': 1.4803, 'grad_norm': 0.2779800593852997, 'learning_rate': 0.00028830694275274057, 'epoch': 0.39}
{'loss': 1.4914, 'grad_norm': 0.23750391602516174, 'learning_rate': 0.000288301722637898, 'epoch': 0.39}
{'loss': 1.53, 'grad_norm': 0.2819415330886841, 'learning_rate': 0.00028829650252305545, 'epoch': 0.39}
{'loss': 1.5068, 'grad_norm': 0.46117448806762695, 'learning_rate': 0.00028829128240821295, 'epoch': 0.39}
{'loss': 1.507, 'grad_norm': 0.30176129937171936, 'learning_rate': 0.00028828606229337045, 'epoch': 0.39}
{'loss': 1.5029, 'grad_norm': 0.2614535093307495, 'learning_rate': 0.0002882808421785279, 'epoch': 0.39}
{'loss': 1.5495, 'grad_norm': 0.31642863154411316, 'learning_rate': 0.00028827562206368534, 'epoch': 0.39}
{'loss': 1.4671, 'grad_norm': 0.2577342689037323, 'learning_rate': 0.00028827040194884284, 'epoch': 0.39}
{'loss': 1.498, 'grad_norm': 0.22967782616615295, 'learning_rate': 0.00028826518183400034, 'epoch': 0.39}
{'loss': 1.5274, 'grad_norm': 0.3357391655445099, 'learning_rate': 0.0002882599617191578, 'epoch': 0.39}
{'loss': 1.5352, 'grad_norm': 0.42045706510543823, 'learning_rate': 0.0002882547416043153, 'epoch': 0.39}
{'loss': 1.4694, 'grad_norm': 0.2733948528766632, 'learning_rate': 0.0002882495214894727, 'epoch': 0.39}
{'loss': 1.4647, 'grad_norm': 0.3650685250759125, 'learning_rate': 0.0002882443013746302, 'epoch': 0.39}
{'loss': 1.4991, 'grad_norm': 0.38761162757873535, 'learning_rate': 0.0002882390812597877, 'epoch': 0.39}
{'loss': 1.5534, 'grad_norm': 0.36304616928100586, 'learning_rate': 0.00028823386114494516, 'epoch': 0.39}
{'loss': 1.5036, 'grad_norm': 0.3409978151321411, 'learning_rate': 0.0002882286410301026, 'epoch': 0.39}
{'loss': 1.4658, 'grad_norm': 0.30879104137420654, 'learning_rate': 0.0002882234209152601, 'epoch': 0.39}
{'loss': 1.4872, 'grad_norm': 0.24754446744918823, 'learning_rate': 0.0002882182008004176, 'epoch': 0.39}
{'loss': 1.5072, 'grad_norm': 0.24137362837791443, 'learning_rate': 0.00028821298068557505, 'epoch': 0.39}
{'loss': 1.5264, 'grad_norm': 0.2906493544578552, 'learning_rate': 0.0002882077605707325, 'epoch': 0.39}
{'loss': 1.4745, 'grad_norm': 0.30936199426651, 'learning_rate': 0.00028820254045589, 'epoch': 0.39}
{'loss': 1.4762, 'grad_norm': 0.3297388553619385, 'learning_rate': 0.0002881973203410475, 'epoch': 0.39}
{'loss': 1.4739, 'grad_norm': 0.30698785185813904, 'learning_rate': 0.00028819210022620493, 'epoch': 0.39}
{'loss': 1.5019, 'grad_norm': 0.2535622715950012, 'learning_rate': 0.00028818688011136243, 'epoch': 0.39}
{'loss': 1.4515, 'grad_norm': 0.23559129238128662, 'learning_rate': 0.0002881816599965199, 'epoch': 0.39}
{'loss': 1.4514, 'grad_norm': 0.2314082384109497, 'learning_rate': 0.0002881764398816774, 'epoch': 0.39}
{'loss': 1.4784, 'grad_norm': 0.21167130768299103, 'learning_rate': 0.0002881712197668349, 'epoch': 0.39}
{'loss': 1.4719, 'grad_norm': 0.25210389494895935, 'learning_rate': 0.0002881659996519923, 'epoch': 0.39}
{'loss': 1.4505, 'grad_norm': 0.23025627434253693, 'learning_rate': 0.00028816077953714976, 'epoch': 0.39}
{'loss': 1.4557, 'grad_norm': 0.24866251647472382, 'learning_rate': 0.00028815555942230726, 'epoch': 0.39}
{'loss': 1.4801, 'grad_norm': 0.4477449953556061, 'learning_rate': 0.00028815033930746476, 'epoch': 0.39}
{'loss': 1.4811, 'grad_norm': 0.2844414710998535, 'learning_rate': 0.0002881451191926222, 'epoch': 0.4}
{'loss': 1.4569, 'grad_norm': 0.22530841827392578, 'learning_rate': 0.0002881398990777797, 'epoch': 0.4}
{'loss': 1.4415, 'grad_norm': 0.21190273761749268, 'learning_rate': 0.00028813467896293715, 'epoch': 0.4}
{'loss': 1.4462, 'grad_norm': 0.24435360729694366, 'learning_rate': 0.00028812945884809464, 'epoch': 0.4}
{'loss': 1.448, 'grad_norm': 0.2719344198703766, 'learning_rate': 0.0002881242387332521, 'epoch': 0.4}
{'loss': 1.4437, 'grad_norm': 0.2534869611263275, 'learning_rate': 0.0002881190186184096, 'epoch': 0.4}
{'loss': 1.4466, 'grad_norm': 0.23201854526996613, 'learning_rate': 0.00028811379850356703, 'epoch': 0.4}
{'loss': 1.4676, 'grad_norm': 0.24956683814525604, 'learning_rate': 0.00028810857838872453, 'epoch': 0.4}
{'loss': 1.4882, 'grad_norm': 0.2691822350025177, 'learning_rate': 0.00028810335827388203, 'epoch': 0.4}
{'loss': 1.4879, 'grad_norm': 0.23474238812923431, 'learning_rate': 0.00028809813815903947, 'epoch': 0.4}
{'loss': 1.491, 'grad_norm': 0.23993918299674988, 'learning_rate': 0.00028809291804419697, 'epoch': 0.4}
{'loss': 1.4406, 'grad_norm': 0.21668726205825806, 'learning_rate': 0.0002880876979293544, 'epoch': 0.4}
{'loss': 1.4842, 'grad_norm': 0.22440265119075775, 'learning_rate': 0.0002880824778145119, 'epoch': 0.4}
{'loss': 1.4623, 'grad_norm': 0.22852641344070435, 'learning_rate': 0.00028807725769966936, 'epoch': 0.4}
{'loss': 1.5046, 'grad_norm': 0.21365715563297272, 'learning_rate': 0.00028807203758482685, 'epoch': 0.4}
{'loss': 1.4754, 'grad_norm': 0.21372608840465546, 'learning_rate': 0.0002880668174699843, 'epoch': 0.4}
